-10   -5.44021   
-9.97998   -5.2606   
-9.95996   -5.07956   
-9.93994   -4.89717   
-9.91992   -4.71352   
-9.8999   -4.52868   
-9.87988   -4.34274   
-9.85986   -4.15578   
-9.83984   -3.96788   
-9.81982   -3.77913   
-9.7998   -3.5896   
-9.77978   -3.39937   
-9.75976   -3.20854   
-9.73974   -3.01718   
-9.71972   -2.82537   
-9.6997   -2.63319   
-9.67968   -2.44073   
-9.65966   -2.24807   
-9.63964   -2.05529   
-9.61962   -1.86247   
-9.5996   -1.66968   
-9.57958   -1.47702   
-9.55956   -1.28456   
-9.53954   -1.09237   
-9.51952   -0.900545   
-9.4995   -0.709157   
-9.47948   -0.518283   
-9.45946   -0.328002   
-9.43944   -0.138391   
-9.41942   0.0504741   
-9.3994   0.238518   
-9.37938   0.425664   
-9.35936   0.61184   
-9.33934   0.79697   
-9.31932   0.980982   
-9.2993   1.1638   
-9.27928   1.34536   
-9.25926   1.52559   
-9.23924   1.70442   
-9.21922   1.88177   
-9.1992   2.05759   
-9.17918   2.2318   
-9.15916   2.40434   
-9.13914   2.57514   
-9.11912   2.74414   
-9.0991   2.91128   
-9.07908   3.07648   
-9.05906   3.23971   
-9.03904   3.40088   
-9.01902   3.55995   
-8.999   3.71686   
-8.97898   3.87155   
-8.95896   4.02396   
-8.93894   4.17404   
-8.91892   4.32174   
-8.8989   4.46701   
-8.87888   4.6098   
-8.85886   4.75005   
-8.83884   4.88772   
-8.81882   5.02276   
-8.7988   5.15514   
-8.77878   5.28479   
-8.75876   5.41169   
-8.73874   5.53579   
-8.71872   5.65706   
-8.6987   5.77544   
-8.67868   5.89091   
-8.65866   6.00343   
-8.63864   6.11297   
-8.61862   6.21949   
-8.5986   6.32296   
-8.57858   6.42335   
-8.55856   6.52064   
-8.53854   6.6148   
-8.51852   6.7058   
-8.4985   6.79362   
-8.47848   6.87823   
-8.45846   6.95962   
-8.43844   7.03776   
-8.41842   7.11264   
-8.3984   7.18424   
-8.37838   7.25254   
-8.35836   7.31754   
-8.33834   7.37922   
-8.31832   7.43756   
-8.2983   7.49257   
-8.27828   7.54423   
-8.25826   7.59254   
-8.23824   7.63748   
-8.21822   7.67907   
-8.1982   7.71729   
-8.17818   7.75215   
-8.15816   7.78365   
-8.13814   7.81179   
-8.11812   7.83657   
-8.0981   7.858   
-8.07808   7.87609   
-8.05806   7.89084   
-8.03804   7.90227   
-8.01802   7.91039   
-7.998   7.9152   
-7.97798   7.91673   
-7.95796   7.91498   
-7.93794   7.90998   
-7.91792   7.90174   
-7.8979   7.89028   
-7.87788   7.87563   
-7.85786   7.8578   
-7.83784   7.83682   
-7.81782   7.81271   
-7.7978   7.78549   
-7.77778   7.75521   
-7.75776   7.72187   
-7.73774   7.68552   
-7.71772   7.64618   
-7.6977   7.60388   
-7.67768   7.55866   
-7.65766   7.51056   
-7.63764   7.45959   
-7.61762   7.40582   
-7.5976   7.34926   
-7.57758   7.28996   
-7.55756   7.22795   
-7.53754   7.16328   
-7.51752   7.09599   
-7.4975   7.02613   
-7.47748   6.95372   
-7.45746   6.87883   
-7.43744   6.80148   
-7.41742   6.72174   
-7.3974   6.63964   
-7.37738   6.55523   
-7.35736   6.46856   
-7.33734   6.37968   
-7.31732   6.28864   
-7.2973   6.19549   
-7.27728   6.10028   
-7.25726   6.00306   
-7.23724   5.90389   
-7.21722   5.80281   
-7.1972   5.69989   
-7.17718   5.59517   
-7.15716   5.48871   
-7.13714   5.38056   
-7.11712   5.27079   
-7.0971   5.15944   
-7.07708   5.04657   
-7.05706   4.93224   
-7.03704   4.81651   
-7.01702   4.69944   
-6.997   4.58107   
-6.97698   4.46148   
-6.95696   4.34071   
-6.93694   4.21883   
-6.91692   4.09589   
-6.8969   3.97196   
-6.87688   3.84709   
-6.85686   3.72135   
-6.83684   3.59479   
-6.81682   3.46746   
-6.7968   3.33944   
-6.77678   3.21078   
-6.75676   3.08154   
-6.73674   2.95177   
-6.71672   2.82155   
-6.6967   2.69092   
-6.67668   2.55994   
-6.65666   2.42868   
-6.63664   2.29719   
-6.61662   2.16553   
-6.5966   2.03377   
-6.57658   1.90195   
-6.55656   1.77013   
-6.53654   1.63838   
-6.51652   1.50675   
-6.4965   1.37529   
-6.47648   1.24407   
-6.45646   1.11313   
-6.43644   0.982535   
-6.41642   0.852339   
-6.3964   0.722597   
-6.37638   0.593362   
-6.35636   0.464686   
-6.33634   0.336624   
-6.31632   0.209228   
-6.2963   0.0825483   
-6.27628   -0.0433626   
-6.25626   -0.168455   
-6.23624   -0.292678   
-6.21622   -0.415983   
-6.1962   -0.538322   
-6.17618   -0.659647   
-6.15616   -0.77991   
-6.13614   -0.899065   
-6.11612   -1.01707   
-6.0961   -1.13387   
-6.07608   -1.24943   
-6.05606   -1.36371   
-6.03604   -1.47666   
-6.01602   -1.58824   
-5.996   -1.69841   
-5.97598   -1.80713   
-5.95596   -1.91437   
-5.93594   -2.02007   
-5.91592   -2.12422   
-5.8959   -2.22676   
-5.87588   -2.32767   
-5.85586   -2.42691   
-5.83584   -2.52445   
-5.81582   -2.62025   
-5.7958   -2.71429   
-5.77578   -2.80653   
-5.75576   -2.89695   
-5.73574   -2.98551   
-5.71572   -3.0722   
-5.6957   -3.15697   
-5.67568   -3.23981   
-5.65566   -3.3207   
-5.63564   -3.39961   
-5.61562   -3.47651   
-5.5956   -3.55139   
-5.57558   -3.62423   
-5.55556   -3.69501   
-5.53554   -3.76371   
-5.51552   -3.83031   
-5.4955   -3.8948   
-5.47548   -3.95716   
