-0.0	2.0	2.0	2.708333333333333
0.3010299956639812	2.25	2.0	2.71734619140625
0.6020599913279624	2.44140625	2.4498697916666665	2.718209939201323
0.9030899869919435	2.565784513950348	2.642484626118592	2.7182768444167347
1.2041199826559248	2.6379284973665995	2.69819345429124	2.7182815003405856
1.505149978319906	2.6769901293781833	2.713116855554075	2.718281807411193
1.806179973983887	2.6973449525651	2.716972620085608	2.718281827126323
2.1072099696478683	2.7077390196880193	2.717952270748848	2.718281828375204
2.4082399653118496	2.712991624253433	2.7181991563313534	2.718281828453785
2.709269960975831	2.71563200016899	2.718261125038643	2.7182818284587165
3.010299956639812	2.7169557294664357	2.718276648177069	2.7182818284590256
3.311329952303793	2.7176184823368796	2.71828053283498	2.7182818284590495
3.612359947967774	2.7179500811896666	2.7182815044837954	2.7182818284590544
3.9133899436317554	2.7181159362657876	2.718281747456594	2.7182818284590238
4.214419939295737	2.718198877721949	2.7182818082073505	2.7182818284590473
4.515449934959718	2.7182403519302696	2.7182818233959622	2.71828182845903
4.816479930623699	2.7182610899046455	2.718281827193284	2.7182818284589905
5.11750992628768	2.718271459109237	2.718281828142649	2.718281828458989
5.418539921951662	2.718276643766011	2.7182818283800545	2.718281828459074
5.719569917615643	2.7182792361078856	2.7182818284392614	2.718281828458912
